Nama,Harga,Terjual,Kota,Link
Pupuk Kalsium Bubuk Kulit Telur Penambah Kalsium Untuk Tanaman Pupuk Kulit Telur 500 Gram,Rp6.000,33 Terjual,KOTA SALATIGA,https://shopee.co.id/Pupuk-Kalsium-Bubuk-Kulit-Telur-Penambah-Kalsium-Untuk-Tanaman-Pupuk-Kulit-Telur-500-Gram-i.113784125.7638213938?sp_atk=baee6ee9-976e-4bb5-bfcd-af2056028dfd&xptdk=baee6ee9-976e-4bb5-bfcd-af2056028dfd
Pupuk Kalsium Java Higros 1Kg,Rp44.000,55 Terjual,KAB. BOYOLALI,https://shopee.co.id/Pupuk-Kalsium-Java-Higros-1Kg-i.79434708.8412064498?sp_atk=f25d770a-2686-42c7-868e-34630bd66ec0&xptdk=f25d770a-2686-42c7-868e-34630bd66ec0
"""Calsium SEJATI"" mengandung calsium 99% kemasan 1 Kg",Rp20.000,161 Terjual,KAB. MALANG,https://shopee.co.id/-Calsium-SEJATI-mengandung-calsium-99-kemasan-1-Kg-i.50421327.3048862952?sp_atk=d8310f58-9856-4e38-be6d-ee257b80ca0a&xptdk=d8310f58-9856-4e38-be6d-ee257b80ca0a
Calsium Manohara 1kg,Rp15.500,22 Terjual,KAB. BOYOLALI,https://shopee.co.id/Calsium-Manohara-1kg-i.272321680.13329448953?sp_atk=d2830aaf-2270-490d-9ca5-fafb8b919bd7&xptdk=d2830aaf-2270-490d-9ca5-fafb8b919bd7
Pupuk Kalsium Boron Calbor 1kg 2500 Mesh Calcium Boron Tanaman Pangan Hortikultura Perkebunan,Rp14.900,134 Terjual,KAB. TUBAN,https://shopee.co.id/Pupuk-Kalsium-Boron-Calbor-1kg-2500-Mesh-Calcium-Boron-Tanaman-Pangan-Hortikultura-Perkebunan-i.63441381.7355176905?sp_atk=0a519907-7ece-4b44-9987-e03874dc3a8b&xptdk=0a519907-7ece-4b44-9987-e03874dc3a8b
Pupuk Kalsium Fortune - Bhumi Ratu Kemasan 1 kg,Rp24.500,8 Terjual,KAB. PRINGSEWU,https://shopee.co.id/Pupuk-Kalsium-Fortune-Bhumi-Ratu-Kemasan-1-kg-i.26782237.18656676049?sp_atk=870b7cc9-4938-4ade-9c6c-a8664026fa0d&xptdk=870b7cc9-4938-4ade-9c6c-a8664026fa0d
"FORTUNE 1 Kg OBAT HAMA PENYAKIT DAUN KUNING KERDIL PADI PALING AMPUH Bisa untuk Daun Kuning Pada Semua Jenis Tanaman - Pupuk Tepung Mengatasi Virus Kuning Kerdil Padi, Pupuk Kalsium Padi Kerdil - Pupuk Daun Kuning Kerdil Padi di Sawah",Rp30.000,30 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/FORTUNE-1-Kg-OBAT-HAMA-PENYAKIT-DAUN-KUNING-KERDIL-PADI-PALING-AMPUH-Bisa-untuk-Daun-Kuning-Pada-Semua-Jenis-Tanaman-Pupuk-Tepung-Mengatasi-Virus-Kuning-Kerdil-Padi-Pupuk-Kalsium-Padi-Kerdil-Pupuk-Daun-Kuning-Kerdil-Padi-di-Sawah-i.518687409.18951120761?sp_atk=a33dee1d-f362-4d63-9a77-09989e4d1d90&xptdk=a33dee1d-f362-4d63-9a77-09989e4d1d90
Pupuk Tanaman Pertanian HORTIGRO Calcium Fertilizer CNO,Rp50.000,12 Terjual,KAB. BLITAR,https://shopee.co.id/Pupuk-Tanaman-Pertanian-HORTIGRO-Calcium-Fertilizer-CNO-i.138597404.4944726851?sp_atk=1dc7f623-c6ab-44ad-9225-0cd62f5fd64b&xptdk=1dc7f623-c6ab-44ad-9225-0cd62f5fd64b
Pupuk Kalsium Hara Garuda 1Kg Mesh 3500 Lebih Lembut dan Cepat Larut,Rp20.000,17 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Kalsium-Hara-Garuda-1Kg-Mesh-3500-Lebih-Lembut-dan-Cepat-Larut-i.189399543.17133058884?sp_atk=60bd6218-c896-4c1e-a603-f103abe16b6d&xptdk=60bd6218-c896-4c1e-a603-f103abe16b6d
CALCIUM CALBIT C 1 liter dr VALAGRO,Rp205.000,10 Terjual,KAB. JEPARA,https://shopee.co.id/CALCIUM-CALBIT-C-1-liter-dr-VALAGRO-i.773802476.23202405651?sp_atk=f1780e09-b68a-4919-8c6b-7236cdea0c70&xptdk=f1780e09-b68a-4919-8c6b-7236cdea0c70
calsium super java higros,Rp40.000,31 Terjual,KAB. LAMPUNG TENGAH,https://shopee.co.id/calsium-super-java-higros-i.118728392.14926325740?sp_atk=2d638e34-53e6-41bb-bcc2-0a3e4875e6a3&xptdk=2d638e34-53e6-41bb-bcc2-0a3e4875e6a3
Pupuk CANTIK Calsium Amonium Nitrat 1 Kg,Rp24.250,105 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-CANTIK-Calsium-Amonium-Nitrat-1-Kg-i.7101245.6748341476?sp_atk=5a05329e-f2d0-4f77-aec1-c1a3870ed320&xptdk=5a05329e-f2d0-4f77-aec1-c1a3870ed320
calcium ratu ganti kemasan FORTUNE mencegah rontok 100% larut,Rp21.000,43 Terjual,KAB. KEDIRI,https://shopee.co.id/calcium-ratu-ganti-kemasan-FORTUNE-mencegah-rontok-100-larut-i.355383589.9595703855?sp_atk=dafb529d-8f6a-473d-9a45-cab2785ef35c&xptdk=dafb529d-8f6a-473d-9a45-cab2785ef35c
Cng pak tani CN-G pak tani kalsium nitrat 1kg,Rp22.500,213 Terjual,KAB. PONOROGO,https://shopee.co.id/Cng-pak-tani-CN-G-pak-tani-kalsium-nitrat-1kg-i.40549037.21040190413?sp_atk=9f8da1e1-6b06-40d6-a112-62b0739c8001&xptdk=9f8da1e1-6b06-40d6-a112-62b0739c8001
Karate Plus Boroni 1 Kg Pupuk Kalsium Nitrat Plus Boron,Rp30.000,91 Terjual,KAB. MADIUN,https://shopee.co.id/Karate-Plus-Boroni-1-Kg-Pupuk-Kalsium-Nitrat-Plus-Boron-i.478334265.6393878790?sp_atk=91831e50-37fa-49e3-9801-11fc3a73873e&xptdk=91831e50-37fa-49e3-9801-11fc3a73873e
Pupuk Yaramila Tropicote 1 Kg / Pupuk Kalsium Nitrat / YARA,Rp17.000,16 Terjual,KOTA MAGELANG,https://shopee.co.id/Pupuk-Yaramila-Tropicote-1-Kg-Pupuk-Kalsium-Nitrat-YARA-i.465178929.12169168644?sp_atk=5a1f6cca-585e-4604-bcdf-5447f1851f4d&xptdk=5a1f6cca-585e-4604-bcdf-5447f1851f4d
KALSIUM MARAJA,Rp125.000,11 Terjual,KOTA MAKASSAR,https://shopee.co.id/KALSIUM-MARAJA-i.335744953.18125689836?sp_atk=1f83cca6-5f86-4115-af40-93884be7e6b2&xptdk=1f83cca6-5f86-4115-af40-93884be7e6b2
Pupuk Kalsium Boron REGGE MESH 3500 1 KG,Rp25.000,60 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Kalsium-Boron-REGGE-MESH-3500-1-KG-i.513912257.14449478937?sp_atk=7ca3b980-5c16-47c5-accc-9227d242033a&xptdk=7ca3b980-5c16-47c5-accc-9227d242033a
Calsium Boron Mano Callbor 1 KG Mesh 4000 Monocallbor,Rp22.900,,KAB. BOGOR,https://shopee.co.id/Calsium-Boron-Mano-Callbor-1-KG-Mesh-4000-Monocallbor-i.528490499.23425322415?sp_atk=e4712dc8-15d5-497d-b26a-d1827679a8e1&xptdk=e4712dc8-15d5-497d-b26a-d1827679a8e1
fertipos 50 kg pak tani / TS sp36 pak tani / pospat / kalsium / boron / pupuk hitam / pupuk Sp / pupuk pospat,Rp180.000,,KAB. MAGETAN,https://shopee.co.id/fertipos-50-kg-pak-tani-TS-sp36-pak-tani-pospat-kalsium-boron-pupuk-hitam-pupuk-Sp-pupuk-pospat-i.817980169.21773048143?sp_atk=e9392e3a-be2b-46ef-8638-5ac30e0009b0&xptdk=e9392e3a-be2b-46ef-8638-5ac30e0009b0
Pupuk Yaraliva Tropicote Pupuk Kalsium Nitrat Kemasan Repack 1KG,Rp16.000,67 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-Yaraliva-Tropicote-Pupuk-Kalsium-Nitrat-Kemasan-Repack-1KG-i.117703174.16948085204?sp_atk=9adb7b9c-b29c-42b9-b005-201d8c4d9a02&xptdk=9adb7b9c-b29c-42b9-b005-201d8c4d9a02
Kalsium Pertanian Calsium Super Cap Mutiara,Rp15.600,20 Terjual,KAB. PASURUAN,https://shopee.co.id/Kalsium-Pertanian-Calsium-Super-Cap-Mutiara-i.6895610.2583785492?sp_atk=af434edf-1ddf-4092-b91f-34603f594e17&xptdk=af434edf-1ddf-4092-b91f-34603f594e17
BIOBOOST stap1 pupuk organik,Rp130.000,,KOTA JAKARTA TIMUR,https://shopee.co.id/BIOBOOST-stap1-pupuk-organik-i.866153574.22130059532?sp_atk=1ee6e592-73f2-46fd-b0b6-db79e2a47069&xptdk=1ee6e592-73f2-46fd-b0b6-db79e2a47069
"Bisa Cod, Pupuk Organik Booster Pelebat Buah Mangga,Pupuk Perangsang Mangga Cepat Berbuah Lebat",Rp53.500,"1,6RB Terjual",KAB. CIREBON,https://shopee.co.id/Bisa-Cod-Pupuk-Organik-Booster-Pelebat-Buah-Mangga-Pupuk-Perangsang-Mangga-Cepat-Berbuah-Lebat-i.9189651.7220937033?sp_atk=02b7d106-93b6-4759-addf-6f68fbb0ee76&xptdk=02b7d106-93b6-4759-addf-6f68fbb0ee76
AB MIX sayuran daun - LA NUTRIENT 500 ml pupuk nutrisi hidroponik,Rp12.500,5 Terjual,KAB. TANGERANG,https://shopee.co.id/AB-MIX-sayuran-daun-LA-NUTRIENT-500-ml-pupuk-nutrisi-hidroponik-i.745081325.11596896390?sp_atk=2f38900e-ac42-489a-8ab6-bc9765bc0e4a&xptdk=2f38900e-ac42-489a-8ab6-bc9765bc0e4a
Nutrient Calcium Powder NHCP Isi 10 Sachet | Kalsium Dewasa / Peninggi,Rp140.000,79 Terjual,KOTA JAKARTA PUSAT,https://shopee.co.id/Nutrient-Calcium-Powder-NHCP-Isi-10-Sachet-Kalsium-Dewasa-Peninggi-i.55889922.19712274745?sp_atk=b9ec67bb-fe46-4ee6-9d26-a21b79be592c&xptdk=b9ec67bb-fe46-4ee6-9d26-a21b79be592c
Kalsium Peninggi Badan NHCP isi 10 Segel,Rp140.000,,KOTA JAKARTA PUSAT,https://shopee.co.id/Kalsium-Peninggi-Badan-NHCP-isi-10-Segel-i.324799216.21661950712?sp_atk=03ab38ba-f8f8-4a3b-bfc4-82495e35cba1&xptdk=03ab38ba-f8f8-4a3b-bfc4-82495e35cba1
Pupuk Organik Cair Valagro CALBIT C Microelement isi 250 ml - PUPUK CALSIUM COMPLEX / KALSIUM KOMPLEKS,Rp95.000,6 Terjual,KOTA SURABAYA,https://shopee.co.id/Pupuk-Organik-Cair-Valagro-CALBIT-C-Microelement-isi-250-ml-PUPUK-CALSIUM-COMPLEX-KALSIUM-KOMPLEKS-i.722389290.16827366067?sp_atk=7f355d74-e054-4141-b7fb-5cadd607555e&xptdk=7f355d74-e054-4141-b7fb-5cadd607555e
Pupuk Kalsium + Magnesium + Zink - kemasan 1 Kg,Rp22.000,31 Terjual,KAB. NGANJUK,https://shopee.co.id/Pupuk-Kalsium-Magnesium-Zink-kemasan-1-Kg-i.543864983.20731840602?sp_atk=540c5e29-2d48-4d85-9ed7-3ba9cf11abe2&xptdk=540c5e29-2d48-4d85-9ed7-3ba9cf11abe2
Pupuk Kalsium Fortune ( Ratu ) 1 KG  Mesh 4000 Mencegah Rontok,Rp21.900,49 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Kalsium-Fortune-(-Ratu-)-1-KG-Mesh-4000-Mencegah-Rontok-i.216603353.18961900810?sp_atk=d1699e0c-bfe6-4bca-b3fa-652b5428e07d&xptdk=d1699e0c-bfe6-4bca-b3fa-652b5428e07d
pupuk Calsium boron Balical'e 1 kg,Rp25.000,6 Terjual,KAB. CILACAP,https://shopee.co.id/pupuk-Calsium-boron-Balical'e-1-kg-i.296618257.6948244079?sp_atk=df526f2c-113b-4364-a79c-69ce679788e9&xptdk=df526f2c-113b-4364-a79c-69ce679788e9
Pupuk Kalsium 99 % Murni 200 gr Kemasan Repack Plus Magnesium Silika Calsium Fertilizer Penambah Rasa Anti Rontok Buah,Rp4.999,37 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-Kalsium-99-Murni-200-gr-Kemasan-Repack-Plus-Magnesium-Silika-Calsium-Fertilizer-Penambah-Rasa-Anti-Rontok-Buah-i.135032082.10295480687?sp_atk=0c4e62b3-b339-4f11-a0b3-962c82f57c9c&xptdk=0c4e62b3-b339-4f11-a0b3-962c82f57c9c
Pupuk Soluble Kalsium Nitrat CN-G Pak Tani Kemasan 1 Kg Original,Rp25.000,131 Terjual,KAB. DEMAK,https://shopee.co.id/Pupuk-Soluble-Kalsium-Nitrat-CN-G-Pak-Tani-Kemasan-1-Kg-Original-i.22310702.20808106398?sp_atk=78f19e59-7a0b-4802-ab4f-bccb990a6eb1&xptdk=78f19e59-7a0b-4802-ab4f-bccb990a6eb1
power call 1kg calsium magnesium pupuk pertumbuhan akar daun,Rp31.000,98 Terjual,KAB. INDRAMAYU,https://shopee.co.id/power-call-1kg-calsium-magnesium-pupuk-pertumbuhan-akar-daun-i.30564932.3993682522?sp_atk=6c0b8bb9-dcbd-4bf6-9f8f-abd5a3df6f09&xptdk=6c0b8bb9-dcbd-4bf6-9f8f-abd5a3df6f09
Pupuk calsium super JAVA HIGROS CALSIUM,Rp40.000,7 Terjual,KAB. PATI,https://shopee.co.id/Pupuk-calsium-super-JAVA-HIGROS-CALSIUM-i.117164987.18673038345?sp_atk=750b37ef-0497-4263-abb9-850a767033c1&xptdk=750b37ef-0497-4263-abb9-850a767033c1
PROTECALS Calsium komplit pelindung tanaman cegah layu rontok,Rp27.900,1 Terjual,KAB. KEDIRI,https://shopee.co.id/PROTECALS-Calsium-komplit-pelindung-tanaman-cegah-layu-rontok-i.138384449.11681314561?sp_atk=7109cd1c-9a20-4f12-bee9-94fa4d7accb8&xptdk=7109cd1c-9a20-4f12-bee9-94fa4d7accb8
Kalsium Cair Prima 500 ML Promo,Rp30.000,37 Terjual,KAB. KEDIRI,https://shopee.co.id/Kalsium-Cair-Prima-500-ML-Promo-i.513912257.12713741478?sp_atk=8a66c909-08f1-4e4d-a33e-bbb8cda2111e&xptdk=8a66c909-08f1-4e4d-a33e-bbb8cda2111e
Terlaku... Nitrabor Kalsium Nitrat Plus Boron Pupuk Calcium YaraLiva Kemasan Repack 500 gr Karate Boroni,Rp27.000,,KOTA JAKARTA PUSAT,https://shopee.co.id/Terlaku...-Nitrabor-Kalsium-Nitrat-Plus-Boron-Pupuk-Calcium-YaraLiva-Kemasan-Repack-500-gr-Karate-Boroni-i.242517683.23924327815?sp_atk=03c0a373-cfd7-4e20-9120-bf92f5c24254&xptdk=03c0a373-cfd7-4e20-9120-bf92f5c24254
Calsium super cap tawon 1kg,Rp13.500,49 Terjual,KAB. BLITAR,https://shopee.co.id/Calsium-super-cap-tawon-1kg-i.129293045.9970689318?sp_atk=5e10a77d-d17a-45c1-b566-961509728ba3&xptdk=5e10a77d-d17a-45c1-b566-961509728ba3
Pupuk kalsium Nutrical plus isi 1 kg,Rp16.450,103 Terjual,KAB. WONOSOBO,https://shopee.co.id/Pupuk-kalsium-Nutrical-plus-isi-1-kg-i.388591402.11783436400?sp_atk=8dfcc8a5-60c5-45d7-83c2-cc3801dc1ca3&xptdk=8dfcc8a5-60c5-45d7-83c2-cc3801dc1ca3
high calcium java higros calsium 1kg,Rp40.000,39 Terjual,KAB. LAMPUNG TENGAH,https://shopee.co.id/high-calcium-java-higros-calsium-1kg-i.394930957.9475668325?sp_atk=66b906b8-dca3-4ebb-8e6d-96c4d0a87d5e&xptdk=66b906b8-dca3-4ebb-8e6d-96c4d0a87d5e
PUPUK CALSIUM SAFYCALS - 1 Kg,Rp15.000,,KAB. LIMA PULUH KOTO/KOTA,https://shopee.co.id/PUPUK-CALSIUM-SAFYCALS-1-Kg-i.546370135.12076485039?sp_atk=6331f329-a540-4080-bee2-dde391559eb0&xptdk=6331f329-a540-4080-bee2-dde391559eb0
Calsium Super Cap Kumbang isi 1 kg,Rp10.000,14 Terjual,KAB. KEDIRI,https://shopee.co.id/Calsium-Super-Cap-Kumbang-isi-1-kg-i.593083429.14119861645?sp_atk=52cc0ff6-f92a-4965-a5f9-6964260aead7&xptdk=52cc0ff6-f92a-4965-a5f9-6964260aead7
Meroke CALNIT® 1kg (PUPUK KALSIUM NITRAT) ORIGINAL!!!,Rp35.500,6 Terjual,KAB. BANDUNG,https://shopee.co.id/Meroke-CALNIT®-1kg-(PUPUK-KALSIUM-NITRAT)-ORIGINAL!!!-i.264617381.20856741813?sp_atk=754ab62b-1c0d-4d1f-8f37-6347e0233cd1&xptdk=754ab62b-1c0d-4d1f-8f37-6347e0233cd1
PUPUK CALSIUM KALSIUM - NATURAL 1KG,Rp18.500,19 Terjual,KAB. PROBOLINGGO,https://shopee.co.id/PUPUK-CALSIUM-KALSIUM-NATURAL-1KG-i.333339892.11441741697?sp_atk=767aa3df-8fad-4206-90e8-9fee3f6458df&xptdk=767aa3df-8fad-4206-90e8-9fee3f6458df
Pupuk cantik kalsium amonium nitrat 1 kg (repack),Rp20.000,11 Terjual,KAB. KENDAL,https://shopee.co.id/Pupuk-cantik-kalsium-amonium-nitrat-1-kg-(repack)-i.60456278.4845911587?sp_atk=c26327c2-5ec0-4b25-9daa-0532041a49c1&xptdk=c26327c2-5ec0-4b25-9daa-0532041a49c1
"Pupuk ASTONISH DGW mengandung Kalium,Kalsium & Boron isi 100 ml",Rp25.375,43 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-ASTONISH-DGW-mengandung-Kalium-Kalsium-Boron-isi-100-ml-i.21754376.8804030873?sp_atk=3953c2c1-d90b-401a-98dd-e9bf6276d2a4&xptdk=3953c2c1-d90b-401a-98dd-e9bf6276d2a4
Pupuk anggur paket lengkap pupuk pertumbuhan pembuahan anggur,Rp47.500,395 Terjual,KAB. PASURUAN,https://shopee.co.id/Pupuk-anggur-paket-lengkap-pupuk-pertumbuhan-pembuahan-anggur-i.555868349.13160601297?sp_atk=e7297c8d-6caf-47c4-a93c-9deb9d3157d5&xptdk=e7297c8d-6caf-47c4-a93c-9deb9d3157d5
CNG CN-G 1 KG PUPUK KALSIUM NITRAT CAP PAK TANI,Rp35.000,51 Terjual,KAB. DELI SERDANG,https://shopee.co.id/CNG-CN-G-1-KG-PUPUK-KALSIUM-NITRAT-CAP-PAK-TANI-i.351465271.10673881487?sp_atk=011a3c80-ff37-4cbc-9ff3-b9689cd03d28&xptdk=011a3c80-ff37-4cbc-9ff3-b9689cd03d28
Yara Tera Calcinit Pupuk Kalsium Nitrat Hidroponik 1 Kg 25 KG 1 Sak,Rp207.000 - Rp702.000,,KOTA JAKARTA SELATAN,https://shopee.co.id/Yara-Tera-Calcinit-Pupuk-Kalsium-Nitrat-Hidroponik-1-Kg-25-KG-1-Sak-i.714498387.22526845207?sp_atk=199b7daf-8348-4d7f-84fb-10ad62b558dc&xptdk=199b7daf-8348-4d7f-84fb-10ad62b558dc
PUPUK KALSIUM MURNI REPACK 100GR,Rp3.500,365 Terjual,KOTA BANJARMASIN,https://shopee.co.id/PUPUK-KALSIUM-MURNI-REPACK-100GR-i.258260253.14652685290?sp_atk=c8d08439-78ca-43cd-abd2-afc691be70f9&xptdk=c8d08439-78ca-43cd-abd2-afc691be70f9
Pupuk Calsium Murni 1 kg,Rp15.000,207 Terjual,KAB. BOYOLALI,https://shopee.co.id/Pupuk-Calsium-Murni-1-kg-i.192415667.9302036561?sp_atk=00eb78a5-be8c-4fd9-9817-c20e5c20ead1&xptdk=00eb78a5-be8c-4fd9-9817-c20e5c20ead1
Pupuk Kalsium CAL HA 1Kg Original Mitra Merdeka Tani | Calha Calsium Asam Humat,Rp28.900,22 Terjual,KAB. MALANG,https://shopee.co.id/Pupuk-Kalsium-CAL-HA-1Kg-Original-Mitra-Merdeka-Tani-Calha-Calsium-Asam-Humat-i.10277516.17692426638?sp_atk=c5f6d514-c410-4e62-b1ae-07db9ede3cef&xptdk=c5f6d514-c410-4e62-b1ae-07db9ede3cef
"KARATE PLUS BORONI, PUPUK KALSIUM NITRAT, PUPUK MUTIARA KUNING BORON UNTUK BUNGA DAN BUAH  100 GRAM",Rp5.000,69 Terjual,KOTA SURABAYA,https://shopee.co.id/KARATE-PLUS-BORONI-PUPUK-KALSIUM-NITRAT-PUPUK-MUTIARA-KUNING-BORON-UNTUK-BUNGA-DAN-BUAH-100-GRAM-i.455017902.8493932703?sp_atk=939697ea-11b5-4f73-b9aa-b1968e0a8333&xptdk=939697ea-11b5-4f73-b9aa-b1968e0a8333
Pupuk Kalsium Nitrat + Boron YaraLiva NITRABOR zak 25KG,Rp420.000,3 Terjual,KAB. SIDOARJO,https://shopee.co.id/Pupuk-Kalsium-Nitrat-Boron-YaraLiva-NITRABOR-zak-25KG-i.92892728.23422696089?sp_atk=f1917379-4bb2-499b-b300-4ba56e3556d9&xptdk=f1917379-4bb2-499b-b300-4ba56e3556d9
Pupuk CANTIK Calcium Ammonium Nitrate 1KG,Rp30.000,163 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-CANTIK-Calcium-Ammonium-Nitrate-1KG-i.77262414.9821457555?sp_atk=e81c6f59-9cf4-49b7-a5f7-4b23bb045f9c&xptdk=e81c6f59-9cf4-49b7-a5f7-4b23bb045f9c
Pupuk Kalsium Cair Bestcalsium 400 ml Buatan German,Rp75.000,12 Terjual,KAB. BOJONEGORO,https://shopee.co.id/Pupuk-Kalsium-Cair-Bestcalsium-400-ml-Buatan-German-i.73192701.14947870551?sp_atk=92968ddc-135a-4a51-8e4b-b4be082a27d5&xptdk=92968ddc-135a-4a51-8e4b-b4be082a27d5
Pupuk Calsium / Kalsium Super cap Tawon isi 1kg,Rp16.000,60 Terjual,KOTA MEDAN,https://shopee.co.id/Pupuk-Calsium-Kalsium-Super-cap-Tawon-isi-1kg-i.260782251.6534989509?sp_atk=d49790d8-715f-40e6-b1dd-460cb9957932&xptdk=d49790d8-715f-40e6-b1dd-460cb9957932
pupuk calsium ammonium nitrat 1 kg,Rp20.000,67 Terjual,KAB. MADIUN,https://shopee.co.id/pupuk-calsium-ammonium-nitrat-1-kg-i.34497826.6362546987?sp_atk=c836e53b-a0bf-4c2c-9dc2-136d23f5f1be&xptdk=c836e53b-a0bf-4c2c-9dc2-136d23f5f1be
kalsium murni99. untuk pembuahan 1kg asli kemasan pabrik,Rp27.000,19 Terjual,KAB. KEDIRI,https://shopee.co.id/kalsium-murni99.-untuk-pembuahan-1kg-asli-kemasan-pabrik-i.8712599.5483488699?sp_atk=897938ff-b4ec-4803-ba82-de727c972258&xptdk=897938ff-b4ec-4803-ba82-de727c972258
INFARM - Pupuk Organik Cair Tanaman Buah / Bunga 500mL POC Kompos,Rp40.000,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/INFARM-Pupuk-Organik-Cair-Tanaman-Buah-Bunga-500mL-POC-Kompos-i.93053250.14949569200?sp_atk=c9f0dc8b-27bc-49f1-81ce-71d76fd9c101&xptdk=c9f0dc8b-27bc-49f1-81ce-71d76fd9c101
Tropicote 25 Kg YaraLiva Pupuk Kalsium Nitrat Yara Liva Kemasan Pabrik Granular Grade Kargo,Rp412.500,,KOTA DEPOK,https://shopee.co.id/Tropicote-25-Kg-YaraLiva-Pupuk-Kalsium-Nitrat-Yara-Liva-Kemasan-Pabrik-Granular-Grade-Kargo-i.135032082.17792636931?sp_atk=e11b19a2-2de8-4a6b-a272-6aa8433af647&xptdk=e11b19a2-2de8-4a6b-a272-6aa8433af647
Pupuk Suryacal anti rontok bunga buah Kalsium Tanaman Calsium Tanah 1KG,Rp15.000,15 Terjual,KAB. KENDAL,https://shopee.co.id/Pupuk-Suryacal-anti-rontok-bunga-buah-Kalsium-Tanaman-Calsium-Tanah-1KG-i.18401868.17349762664?sp_atk=f849826b-1b55-4212-bc3b-c5805a7afbb8&xptdk=f849826b-1b55-4212-bc3b-c5805a7afbb8
YaraTera Calcinit 1kg - Pupuk Kalsium Nitrat Hidroponik Grade,Rp21.500,,KOTA TANGERANG,https://shopee.co.id/YaraTera-Calcinit-1kg-Pupuk-Kalsium-Nitrat-Hidroponik-Grade-i.188153130.21473438689?sp_atk=9756d15d-e67e-499c-a73f-6393c3ef660d&xptdk=9756d15d-e67e-499c-a73f-6393c3ef660d
PUPUK CALCIPRILL REPACK 1 KG PUPUK KALSIUM KARBONAT GRANULASI,Rp25.000,47 Terjual,KAB. BANDUNG BARAT,https://shopee.co.id/PUPUK-CALCIPRILL-REPACK-1-KG-PUPUK-KALSIUM-KARBONAT-GRANULASI-i.393365812.12021106730?sp_atk=ee87bed3-44cc-4bcf-8b66-fe96c65d0b05&xptdk=ee87bed3-44cc-4bcf-8b66-fe96c65d0b05
Pupuk NPK Cantik Calcium Ammonium Nitrate 1 KG KEMASAN PABRIK,Rp26.000,20 Terjual,KAB. PONTIANAK,https://shopee.co.id/Pupuk-NPK-Cantik-Calcium-Ammonium-Nitrate-1-KG-KEMASAN-PABRIK-i.4579170.9353154871?sp_atk=7af61512-2e1a-430a-9e6b-ea5d6fc42433&xptdk=7af61512-2e1a-430a-9e6b-ea5d6fc42433
Verti Kalsium Pupuk Tinggi Kalsium 500 Ml,Rp30.000,,KOTA PEKANBARU,https://shopee.co.id/Verti-Kalsium-Pupuk-Tinggi-Kalsium-500-Ml-i.940681127.23423273820?sp_atk=09d31c27-e8bc-455a-aa22-833f70e18f07&xptdk=09d31c27-e8bc-455a-aa22-833f70e18f07
Antiron Calsium Super 95 %,Rp28.000,14 Terjual,KAB. BOGOR,https://shopee.co.id/Antiron-Calsium-Super-95--i.18326858.817360897?sp_atk=bbad1c07-70c3-4dca-b06d-44dd96d291bd&xptdk=bbad1c07-70c3-4dca-b06d-44dd96d291bd
CAL HA 1KG PUPUK KALSIUM + ASAM HUMAT (spesial formula),Rp32.500,417 Terjual,KAB. BANYUWANGI,https://shopee.co.id/CAL-HA-1KG-PUPUK-KALSIUM-ASAM-HUMAT-(spesial-formula)-i.321634711.21732201812?sp_atk=1de8a36a-712e-4b01-9277-0730c6dffe86&xptdk=1de8a36a-712e-4b01-9277-0730c6dffe86
PUPUK TOPCALSI 1 KG KEMASAN PABRIK KALSIUM BORON PENCEGAH RONTOK BUNGA,Rp18.500,10 Terjual,KAB. SLEMAN,https://shopee.co.id/PUPUK-TOPCALSI-1-KG-KEMASAN-PABRIK-KALSIUM-BORON-PENCEGAH-RONTOK-BUNGA-i.154078848.13247914369?sp_atk=020d8e1b-a0c3-404e-9fc3-8f4bd2bada60&xptdk=020d8e1b-a0c3-404e-9fc3-8f4bd2bada60
Pupuk Canita 1 Kg Kalsium Nitrat Cap Tawon,Rp17.500,,KOTA BANDUNG,https://shopee.co.id/Pupuk-Canita-1-Kg-Kalsium-Nitrat-Cap-Tawon-i.110139096.18574179356?sp_atk=1dd3a3f3-1244-44f5-9031-900cc10a5928&xptdk=1dd3a3f3-1244-44f5-9031-900cc10a5928
UK CNG CN-G KALSIUM NITRAT PAK TANI KEMASAN PABRIK 1 KG,Rp22.000,132 Terjual,KAB. PROBOLINGGO,https://shopee.co.id/UK-CNG-CN-G-KALSIUM-NITRAT-PAK-TANI-KEMASAN-PABRIK-1-KG-i.333339892.8375447674?sp_atk=094897f9-6aef-440e-889b-4342638df8f1&xptdk=094897f9-6aef-440e-889b-4342638df8f1
